,Question_ID,Question_Text,Reference_Answer_ID,Reference_Answer_Text,Student_Answer_ID,Student_Answer_Text,Student_Answer_Accuracy
1274,MX_41,Janet found the solubility of silver chloride to be 86 grams in 50 milliliters of water. Mike found the solubility of silver nitrate to be 108 grams in 50 milliliters of water. Janet and Mike thought they must have made a mistake. They thought the solubilities of all materials in water should be the same. Is it possible that both solubilities are correct? Explain your answer.,MX_41-a1,"Yes, they could both be correct. Solubility is not the same for all materials.",MX.41.542.1,No because silver chloride is different than silver nitrate.,contradictory
1275,MX_41,Janet found the solubility of silver chloride to be 86 grams in 50 milliliters of water. Mike found the solubility of silver nitrate to be 108 grams in 50 milliliters of water. Janet and Mike thought they must have made a mistake. They thought the solubilities of all materials in water should be the same. Is it possible that both solubilities are correct? Explain your answer.,MX_41-a1,"Yes, they could both be correct. Solubility is not the same for all materials.",MX.41.563.1,They are correct because the materials are 2 whole different materials.,correct
1276,MX_41,Janet found the solubility of silver chloride to be 86 grams in 50 milliliters of water. Mike found the solubility of silver nitrate to be 108 grams in 50 milliliters of water. Janet and Mike thought they must have made a mistake. They thought the solubilities of all materials in water should be the same. Is it possible that both solubilities are correct? Explain your answer.,MX_41-a1,"Yes, they could both be correct. Solubility is not the same for all materials.",MX.41.564.1,Yes because something else can have the exact same thing and it does not have to be like that.,partially_correct_incomplete
1277,MX_41,Janet found the solubility of silver chloride to be 86 grams in 50 milliliters of water. Mike found the solubility of silver nitrate to be 108 grams in 50 milliliters of water. Janet and Mike thought they must have made a mistake. They thought the solubilities of all materials in water should be the same. Is it possible that both solubilities are correct? Explain your answer.,MX_41-a1,"Yes, they could both be correct. Solubility is not the same for all materials.",MX.41.566.1,No because only a certain amount of solid can dissolve in a certain amount of water. They both got different solubility in the same amount of water which mean somebody did something wrong.,contradictory
1278,MX_41,Janet found the solubility of silver chloride to be 86 grams in 50 milliliters of water. Mike found the solubility of silver nitrate to be 108 grams in 50 milliliters of water. Janet and Mike thought they must have made a mistake. They thought the solubilities of all materials in water should be the same. Is it possible that both solubilities are correct? Explain your answer.,MX_41-a1,"Yes, they could both be correct. Solubility is not the same for all materials.",MX.41.572.1,The fizzing means that it came from the gas.,irrelevant
1279,MX_41,Janet found the solubility of silver chloride to be 86 grams in 50 milliliters of water. Mike found the solubility of silver nitrate to be 108 grams in 50 milliliters of water. Janet and Mike thought they must have made a mistake. They thought the solubilities of all materials in water should be the same. Is it possible that both solubilities are correct? Explain your answer.,MX_41-a1,"Yes, they could both be correct. Solubility is not the same for all materials.",MX.41.593.1,Yes they can do it different but be the same way.,partially_correct_incomplete
1280,MX_41,Janet found the solubility of silver chloride to be 86 grams in 50 milliliters of water. Mike found the solubility of silver nitrate to be 108 grams in 50 milliliters of water. Janet and Mike thought they must have made a mistake. They thought the solubilities of all materials in water should be the same. Is it possible that both solubilities are correct? Explain your answer.,MX_41-a1,"Yes, they could both be correct. Solubility is not the same for all materials.",MX.41.596.1,No because they are different grams.,contradictory
1281,MX_41,Janet found the solubility of silver chloride to be 86 grams in 50 milliliters of water. Mike found the solubility of silver nitrate to be 108 grams in 50 milliliters of water. Janet and Mike thought they must have made a mistake. They thought the solubilities of all materials in water should be the same. Is it possible that both solubilities are correct? Explain your answer.,MX_41-a1,"Yes, they could both be correct. Solubility is not the same for all materials.",MX.41.604.1,No because they might weigh different.,contradictory
1282,MX_41,Janet found the solubility of silver chloride to be 86 grams in 50 milliliters of water. Mike found the solubility of silver nitrate to be 108 grams in 50 milliliters of water. Janet and Mike thought they must have made a mistake. They thought the solubilities of all materials in water should be the same. Is it possible that both solubilities are correct? Explain your answer.,MX_41-a1,"Yes, they could both be correct. Solubility is not the same for all materials.",MX.41.607.1,Yes because Janet used silver chloride and Mike used silver nitrate which means if they used 2 different things they both could be right.,correct
1283,MX_41,Janet found the solubility of silver chloride to be 86 grams in 50 milliliters of water. Mike found the solubility of silver nitrate to be 108 grams in 50 milliliters of water. Janet and Mike thought they must have made a mistake. They thought the solubilities of all materials in water should be the same. Is it possible that both solubilities are correct? Explain your answer.,MX_41-a1,"Yes, they could both be correct. Solubility is not the same for all materials.",MX.41.611.1,Yes because both the silver thing are different and they weigh different.,partially_correct_incomplete
1284,MX_41,Janet found the solubility of silver chloride to be 86 grams in 50 milliliters of water. Mike found the solubility of silver nitrate to be 108 grams in 50 milliliters of water. Janet and Mike thought they must have made a mistake. They thought the solubilities of all materials in water should be the same. Is it possible that both solubilities are correct? Explain your answer.,MX_41-a1,"Yes, they could both be correct. Solubility is not the same for all materials.",MX.41.613.1,No because they used different chemicals so that why it is not the same and also because they used different sizes.,contradictory
1285,MX_41,Janet found the solubility of silver chloride to be 86 grams in 50 milliliters of water. Mike found the solubility of silver nitrate to be 108 grams in 50 milliliters of water. Janet and Mike thought they must have made a mistake. They thought the solubilities of all materials in water should be the same. Is it possible that both solubilities are correct? Explain your answer.,MX_41-a1,"Yes, they could both be correct. Solubility is not the same for all materials.",MX.41.639.1,It could be possible chance it is correct but there could also be a 50 chance it is right and a 50 50 chance it is wrong. If they do not know they could do some test and research.,contradictory
1286,MX_41,Janet found the solubility of silver chloride to be 86 grams in 50 milliliters of water. Mike found the solubility of silver nitrate to be 108 grams in 50 milliliters of water. Janet and Mike thought they must have made a mistake. They thought the solubilities of all materials in water should be the same. Is it possible that both solubilities are correct? Explain your answer.,MX_41-a1,"Yes, they could both be correct. Solubility is not the same for all materials.",MX.41.643.1,Yes because silver nitrate might be heavier.,partially_correct_incomplete
1287,VB_5a,Explain in one sentence what each graph tells you. Graph A) number of tree rings versus time.,VB_5a-a1,"As time increases, the number of tree rings also increases.",VB.5a.384.1,This graph tells me this tree has a lot of rings.,irrelevant
1288,VB_5a,Explain in one sentence what each graph tells you. Graph A) number of tree rings versus time.,VB_5a-a1,"As time increases, the number of tree rings also increases.",VB.5a.388.1,How long it took to get a number of rings.,partially_correct_incomplete
1289,VB_5a,Explain in one sentence what each graph tells you. Graph A) number of tree rings versus time.,VB_5a-a1,"As time increases, the number of tree rings also increases.",VB.5a.394.1,The graph tells you over time how many rings are in the tree.,partially_correct_incomplete
1290,VB_5a,Explain in one sentence what each graph tells you. Graph A) number of tree rings versus time.,VB_5a-a1,"As time increases, the number of tree rings also increases.",VB.5a.397.1,The graph tells me that the number of rings is really high.,irrelevant
1291,VB_5a,Explain in one sentence what each graph tells you. Graph A) number of tree rings versus time.,VB_5a-a1,"As time increases, the number of tree rings also increases.",VB.5a.399.1,It tells me the number of rings grows. So does the time.,correct
1292,VB_5a,Explain in one sentence what each graph tells you. Graph A) number of tree rings versus time.,VB_5a-a1,"As time increases, the number of tree rings also increases.",VB.5a.401.1,How old the tree is.,irrelevant
1293,VB_5a,Explain in one sentence what each graph tells you. Graph A) number of tree rings versus time.,VB_5a-a1,"As time increases, the number of tree rings also increases.",VB.5a.416.1,This graph tells me the number of the tree's rings and how long.,irrelevant
1294,VB_5a,Explain in one sentence what each graph tells you. Graph A) number of tree rings versus time.,VB_5a-a1,"As time increases, the number of tree rings also increases.",VB.5a.419.1,That it goes from 0 and up.,partially_correct_incomplete
1295,VB_5a,Explain in one sentence what each graph tells you. Graph A) number of tree rings versus time.,VB_5a-a1,"As time increases, the number of tree rings also increases.",VB.5a.423.1,The number of times it rings and the times.,irrelevant
1296,VB_5a,Explain in one sentence what each graph tells you. Graph A) number of tree rings versus time.,VB_5a-a1,"As time increases, the number of tree rings also increases.",VB.5a.429.1,That there is a lot of rings and a lot of time.,partially_correct_incomplete
1297,VB_5a,Explain in one sentence what each graph tells you. Graph A) number of tree rings versus time.,VB_5a-a1,"As time increases, the number of tree rings also increases.",VB.5a.431.1,I think the graph tells me that all the numbers are common.,irrelevant
1298,VB_5a,Explain in one sentence what each graph tells you. Graph A) number of tree rings versus time.,VB_5a-a1,"As time increases, the number of tree rings also increases.",VB.5a.440.1,It tells me that the older the tree the more rings it has.,correct
1299,VB_5a,Explain in one sentence what each graph tells you. Graph A) number of tree rings versus time.,VB_5a-a1,"As time increases, the number of tree rings also increases.",VB.5a.444.1,I think this graph tells me that the time is about 25 seconds and the number of tree rings 20 times.,irrelevant
1300,VB_5a,Explain in one sentence what each graph tells you. Graph A) number of tree rings versus time.,VB_5a-a1,"As time increases, the number of tree rings also increases.",VB.5a.454.1,The graph tells you the number of tree rings.,irrelevant
1301,VB_5a,Explain in one sentence what each graph tells you. Graph A) number of tree rings versus time.,VB_5a-a1,"As time increases, the number of tree rings also increases.",VB.5a.462.1,That the time goes up.,partially_correct_incomplete
1302,VB_5a,Explain in one sentence what each graph tells you. Graph A) number of tree rings versus time.,VB_5a-a1,"As time increases, the number of tree rings also increases.",VB.5a.469.1,The more the time the more the tree rings.,correct
1303,VB_5a,Explain in one sentence what each graph tells you. Graph A) number of tree rings versus time.,VB_5a-a1,"As time increases, the number of tree rings also increases.",VB.5a.475.1,It shows you the number of tree rings and the time.,irrelevant
1304,VB_5a,Explain in one sentence what each graph tells you. Graph A) number of tree rings versus time.,VB_5a-a1,"As time increases, the number of tree rings also increases.",VB.5a.477.1,This graph tells me the number of tree rings on the y axis and tells me the time on the x axis.,irrelevant
1305,VB_5a,Explain in one sentence what each graph tells you. Graph A) number of tree rings versus time.,VB_5a-a1,"As time increases, the number of tree rings also increases.",VB.5a.483.1,Number of tree rings gets larger over time.,correct
1306,VB_5a,Explain in one sentence what each graph tells you. Graph A) number of tree rings versus time.,VB_5a-a1,"As time increases, the number of tree rings also increases.",VB.5a.486.1,As time goes on the of tree rings go up.,correct
1307,VB_5a,Explain in one sentence what each graph tells you. Graph A) number of tree rings versus time.,VB_5a-a1,"As time increases, the number of tree rings also increases.",VB.5a.489.1,As time goes on the number of tree rings increases.,correct
1308,VB_5a,Explain in one sentence what each graph tells you. Graph A) number of tree rings versus time.,VB_5a-a1,"As time increases, the number of tree rings also increases.",VB.5a.497.1,As time goes on the number of tree rings increases.,correct
1309,VB_5a,Explain in one sentence what each graph tells you. Graph A) number of tree rings versus time.,VB_5a-a1,"As time increases, the number of tree rings also increases.",VB.5a.498.1,As time goes on the number of tree rings increases.,correct
1310,VB_5a,Explain in one sentence what each graph tells you. Graph A) number of tree rings versus time.,VB_5a-a1,"As time increases, the number of tree rings also increases.",VB.5a.506.1,As time goes on the number of tree rings grows higher.,correct
1311,VB_5a,Explain in one sentence what each graph tells you. Graph A) number of tree rings versus time.,VB_5a-a1,"As time increases, the number of tree rings also increases.",VB.5a.521.1,As time goes on the number goes up.,correct
1312,VB_5a,Explain in one sentence what each graph tells you. Graph A) number of tree rings versus time.,VB_5a-a1,"As time increases, the number of tree rings also increases.",VB.5a.523.1,As time goes on the number of tree ring are higher.,correct
1313,VB_5a,Explain in one sentence what each graph tells you. Graph A) number of tree rings versus time.,VB_5a-a1,"As time increases, the number of tree rings also increases.",VB.5a.535.1,As time goes on the number gets larger.,correct
1314,VB_5a,Explain in one sentence what each graph tells you. Graph A) number of tree rings versus time.,VB_5a-a1,"As time increases, the number of tree rings also increases.",VB.5a.537.1,As time goes on the number of tree rings are increasing as it goes.,correct
1315,VB_5a,Explain in one sentence what each graph tells you. Graph A) number of tree rings versus time.,VB_5a-a1,"As time increases, the number of tree rings also increases.",VB.5a.539.1,As time goes on the of number of tree rings go up.,correct
1316,VB_5a,Explain in one sentence what each graph tells you. Graph A) number of tree rings versus time.,VB_5a-a1,"As time increases, the number of tree rings also increases.",VB.5a.545.1,As time goes on the tree rings are going up.,correct
1317,VB_5a,Explain in one sentence what each graph tells you. Graph A) number of tree rings versus time.,VB_5a-a1,"As time increases, the number of tree rings also increases.",VB.5a.626.1,The tree rings and time are both increasing.,correct
1318,VB_5a,Explain in one sentence what each graph tells you. Graph A) number of tree rings versus time.,VB_5a-a1,"As time increases, the number of tree rings also increases.",VB.5a.632.1,The number of tree rings and the time is increasing.,correct
1319,VB_5a,Explain in one sentence what each graph tells you. Graph A) number of tree rings versus time.,VB_5a-a1,"As time increases, the number of tree rings also increases.",VB.5a.636.1,That the time increasing and the tree rings are increasing too.,correct
1320,VB_5a,Explain in one sentence what each graph tells you. Graph A) number of tree rings versus time.,VB_5a-a1,"As time increases, the number of tree rings also increases.",VB.5a.638.1,The time is increasing the tree rings are increasing.,correct
1321,VB_5a,Explain in one sentence what each graph tells you. Graph A) number of tree rings versus time.,VB_5a-a1,"As time increases, the number of tree rings also increases.",VB.5a.639.1,They are both are increasing.,correct
1322,VB_5a,Explain in one sentence what each graph tells you. Graph A) number of tree rings versus time.,VB_5a-a1,"As time increases, the number of tree rings also increases.",VB.5a.643.1,The rings and the tree rings are increasing.,partially_correct_incomplete
1323,MS_43a,"2 groups used marbles to weigh the same apple. Jin's group found the apple weighed 35 marbles and Bee's group found the same apple weighed 60 marbles. Both groups used the correct procedure. Since they weighed the same apple, what do you think happened to make the results different?",MS_43a-a1,The marbles used by the 2 groups were probably different masses.,MS.43a.103.1,They use different sizes of marbles.,partially_correct_incomplete
1324,MS_43a,"2 groups used marbles to weigh the same apple. Jin's group found the apple weighed 35 marbles and Bee's group found the same apple weighed 60 marbles. Both groups used the correct procedure. Since they weighed the same apple, what do you think happened to make the results different?",MS_43a-a1,The marbles used by the 2 groups were probably different masses.,MS.43a.105.1,Some marbles are different sizes.,partially_correct_incomplete
1325,MS_43a,"2 groups used marbles to weigh the same apple. Jin's group found the apple weighed 35 marbles and Bee's group found the same apple weighed 60 marbles. Both groups used the correct procedure. Since they weighed the same apple, what do you think happened to make the results different?",MS_43a-a1,The marbles used by the 2 groups were probably different masses.,MS.43a.115.1,I think the marbles had a different weight.,correct
1326,MS_43a,"2 groups used marbles to weigh the same apple. Jin's group found the apple weighed 35 marbles and Bee's group found the same apple weighed 60 marbles. Both groups used the correct procedure. Since they weighed the same apple, what do you think happened to make the results different?",MS_43a-a1,The marbles used by the 2 groups were probably different masses.,MS.43a.119.1,The marbles might be different sizes.,correct
1327,MS_43a,"2 groups used marbles to weigh the same apple. Jin's group found the apple weighed 35 marbles and Bee's group found the same apple weighed 60 marbles. Both groups used the correct procedure. Since they weighed the same apple, what do you think happened to make the results different?",MS_43a-a1,The marbles used by the 2 groups were probably different masses.,MS.43a.136.1,Bee's groups maybe had bigger marbles then the other group.,correct
1328,MS_43a,"2 groups used marbles to weigh the same apple. Jin's group found the apple weighed 35 marbles and Bee's group found the same apple weighed 60 marbles. Both groups used the correct procedure. Since they weighed the same apple, what do you think happened to make the results different?",MS_43a-a1,The marbles used by the 2 groups were probably different masses.,MS.43a.144.1,I think the marbles were different sizes.,correct
1329,MS_43a,"2 groups used marbles to weigh the same apple. Jin's group found the apple weighed 35 marbles and Bee's group found the same apple weighed 60 marbles. Both groups used the correct procedure. Since they weighed the same apple, what do you think happened to make the results different?",MS_43a-a1,The marbles used by the 2 groups were probably different masses.,MS.43a.153.1,The first group had smaller marbles.,partially_correct_incomplete
1330,MS_43a,"2 groups used marbles to weigh the same apple. Jin's group found the apple weighed 35 marbles and Bee's group found the same apple weighed 60 marbles. Both groups used the correct procedure. Since they weighed the same apple, what do you think happened to make the results different?",MS_43a-a1,The marbles used by the 2 groups were probably different masses.,MS.43a.173.1,I think Bee's group had more mass in their marbles than Jin's group.,correct
1331,MS_43a,"2 groups used marbles to weigh the same apple. Jin's group found the apple weighed 35 marbles and Bee's group found the same apple weighed 60 marbles. Both groups used the correct procedure. Since they weighed the same apple, what do you think happened to make the results different?",MS_43a-a1,The marbles used by the 2 groups were probably different masses.,MS.43a.180.1,Maybe they had different size of marble.,correct
1332,MS_43a,"2 groups used marbles to weigh the same apple. Jin's group found the apple weighed 35 marbles and Bee's group found the same apple weighed 60 marbles. Both groups used the correct procedure. Since they weighed the same apple, what do you think happened to make the results different?",MS_43a-a1,The marbles used by the 2 groups were probably different masses.,MS.43a.183.1,I think that the marbles weighed different because they might of had one marble that was a different weight than and there.,correct
1333,MS_43a,"2 groups used marbles to weigh the same apple. Jin's group found the apple weighed 35 marbles and Bee's group found the same apple weighed 60 marbles. Both groups used the correct procedure. Since they weighed the same apple, what do you think happened to make the results different?",MS_43a-a1,The marbles used by the 2 groups were probably different masses.,MS.43a.276.1,They maybe used paperclips and paperclips are not the same size.,irrelevant
1334,MS_43a,"2 groups used marbles to weigh the same apple. Jin's group found the apple weighed 35 marbles and Bee's group found the same apple weighed 60 marbles. Both groups used the correct procedure. Since they weighed the same apple, what do you think happened to make the results different?",MS_43a-a1,The marbles used by the 2 groups were probably different masses.,MS.43a.280.1,The marbles are different sizes.,partially_correct_incomplete
1335,MS_43a,"2 groups used marbles to weigh the same apple. Jin's group found the apple weighed 35 marbles and Bee's group found the same apple weighed 60 marbles. Both groups used the correct procedure. Since they weighed the same apple, what do you think happened to make the results different?",MS_43a-a1,The marbles used by the 2 groups were probably different masses.,MS.43a.312.1,One use small and big and marbles one use 60 and the other 60.,correct
1336,MS_43a,"2 groups used marbles to weigh the same apple. Jin's group found the apple weighed 35 marbles and Bee's group found the same apple weighed 60 marbles. Both groups used the correct procedure. Since they weighed the same apple, what do you think happened to make the results different?",MS_43a-a1,The marbles used by the 2 groups were probably different masses.,MS.43a.317.1,Maybe they had bigger marbles than the other team.,correct
1337,MS_43a,"2 groups used marbles to weigh the same apple. Jin's group found the apple weighed 35 marbles and Bee's group found the same apple weighed 60 marbles. Both groups used the correct procedure. Since they weighed the same apple, what do you think happened to make the results different?",MS_43a-a1,The marbles used by the 2 groups were probably different masses.,MS.43a.324.1,Because they use marbles and apple.,irrelevant
1338,MS_43a,"2 groups used marbles to weigh the same apple. Jin's group found the apple weighed 35 marbles and Bee's group found the same apple weighed 60 marbles. Both groups used the correct procedure. Since they weighed the same apple, what do you think happened to make the results different?",MS_43a-a1,The marbles used by the 2 groups were probably different masses.,MS.43a.348.1,I think they have to put more marbles.,irrelevant
1339,MS_43a,"2 groups used marbles to weigh the same apple. Jin's group found the apple weighed 35 marbles and Bee's group found the same apple weighed 60 marbles. Both groups used the correct procedure. Since they weighed the same apple, what do you think happened to make the results different?",MS_43a-a1,The marbles used by the 2 groups were probably different masses.,MS.43a.352.1,Maybe the balance was a little off.,irrelevant
1340,MS_43a,"2 groups used marbles to weigh the same apple. Jin's group found the apple weighed 35 marbles and Bee's group found the same apple weighed 60 marbles. Both groups used the correct procedure. Since they weighed the same apple, what do you think happened to make the results different?",MS_43a-a1,The marbles used by the 2 groups were probably different masses.,MS.43a.381.1,One group did not zero out the balance one did.,irrelevant
1341,MS_43a,"2 groups used marbles to weigh the same apple. Jin's group found the apple weighed 35 marbles and Bee's group found the same apple weighed 60 marbles. Both groups used the correct procedure. Since they weighed the same apple, what do you think happened to make the results different?",MS_43a-a1,The marbles used by the 2 groups were probably different masses.,MS.43a.387.1,Because there all sort of apples and they do all weigh different.,partially_correct_incomplete
1342,MS_43a,"2 groups used marbles to weigh the same apple. Jin's group found the apple weighed 35 marbles and Bee's group found the same apple weighed 60 marbles. Both groups used the correct procedure. Since they weighed the same apple, what do you think happened to make the results different?",MS_43a-a1,The marbles used by the 2 groups were probably different masses.,MS.43a.393.1,Bigger grams.,partially_correct_incomplete
1343,MS_43a,"2 groups used marbles to weigh the same apple. Jin's group found the apple weighed 35 marbles and Bee's group found the same apple weighed 60 marbles. Both groups used the correct procedure. Since they weighed the same apple, what do you think happened to make the results different?",MS_43a-a1,The marbles used by the 2 groups were probably different masses.,MS.43a.417.1,I think they did not zero it out on the balance beam.,irrelevant
1344,MS_43a,"2 groups used marbles to weigh the same apple. Jin's group found the apple weighed 35 marbles and Bee's group found the same apple weighed 60 marbles. Both groups used the correct procedure. Since they weighed the same apple, what do you think happened to make the results different?",MS_43a-a1,The marbles used by the 2 groups were probably different masses.,MS.43a.433.1,I think they do not balance the beam.,irrelevant
1345,MS_43a,"2 groups used marbles to weigh the same apple. Jin's group found the apple weighed 35 marbles and Bee's group found the same apple weighed 60 marbles. Both groups used the correct procedure. Since they weighed the same apple, what do you think happened to make the results different?",MS_43a-a1,The marbles used by the 2 groups were probably different masses.,MS.43a.452.1,Jin's group had big marbles and Bee's group had small marbles.,partially_correct_incomplete
1346,MS_43a,"2 groups used marbles to weigh the same apple. Jin's group found the apple weighed 35 marbles and Bee's group found the same apple weighed 60 marbles. Both groups used the correct procedure. Since they weighed the same apple, what do you think happened to make the results different?",MS_43a-a1,The marbles used by the 2 groups were probably different masses.,MS.43a.488.1,Maybe Jin's group did it by doing it up to down and Bee's group did it by going around.,irrelevant
1347,MS_43a,"2 groups used marbles to weigh the same apple. Jin's group found the apple weighed 35 marbles and Bee's group found the same apple weighed 60 marbles. Both groups used the correct procedure. Since they weighed the same apple, what do you think happened to make the results different?",MS_43a-a1,The marbles used by the 2 groups were probably different masses.,MS.43a.501.1,Because they are both different.,irrelevant
1348,MS_43a,"2 groups used marbles to weigh the same apple. Jin's group found the apple weighed 35 marbles and Bee's group found the same apple weighed 60 marbles. Both groups used the correct procedure. Since they weighed the same apple, what do you think happened to make the results different?",MS_43a-a1,The marbles used by the 2 groups were probably different masses.,MS.43a.504.1,Maybe because the marbles are different sizes.,correct
1349,MS_43a,"2 groups used marbles to weigh the same apple. Jin's group found the apple weighed 35 marbles and Bee's group found the same apple weighed 60 marbles. Both groups used the correct procedure. Since they weighed the same apple, what do you think happened to make the results different?",MS_43a-a1,The marbles used by the 2 groups were probably different masses.,MS.43a.521.1,The marbles are different.,partially_correct_incomplete
1350,MS_43a,"2 groups used marbles to weigh the same apple. Jin's group found the apple weighed 35 marbles and Bee's group found the same apple weighed 60 marbles. Both groups used the correct procedure. Since they weighed the same apple, what do you think happened to make the results different?",MS_43a-a1,The marbles used by the 2 groups were probably different masses.,MS.43a.532.1,They weighed it wrong.,irrelevant
1351,MS_43a,"2 groups used marbles to weigh the same apple. Jin's group found the apple weighed 35 marbles and Bee's group found the same apple weighed 60 marbles. Both groups used the correct procedure. Since they weighed the same apple, what do you think happened to make the results different?",MS_43a-a1,The marbles used by the 2 groups were probably different masses.,MS.43a.566.1,The marbles are not same weight.,partially_correct_incomplete
1352,MS_43a,"2 groups used marbles to weigh the same apple. Jin's group found the apple weighed 35 marbles and Bee's group found the same apple weighed 60 marbles. Both groups used the correct procedure. Since they weighed the same apple, what do you think happened to make the results different?",MS_43a-a1,The marbles used by the 2 groups were probably different masses.,MS.43a.592.1,Different sized marbles.,partially_correct_incomplete
1353,MS_43a,"2 groups used marbles to weigh the same apple. Jin's group found the apple weighed 35 marbles and Bee's group found the same apple weighed 60 marbles. Both groups used the correct procedure. Since they weighed the same apple, what do you think happened to make the results different?",MS_43a-a1,The marbles used by the 2 groups were probably different masses.,MS.43a.594.1,Different sizes of marbles.,partially_correct_incomplete
1354,MS_43a,"2 groups used marbles to weigh the same apple. Jin's group found the apple weighed 35 marbles and Bee's group found the same apple weighed 60 marbles. Both groups used the correct procedure. Since they weighed the same apple, what do you think happened to make the results different?",MS_43a-a1,The marbles used by the 2 groups were probably different masses.,MS.43a.598.1,Marbles can weigh different. Different mass.,correct
1355,MS_43a,"2 groups used marbles to weigh the same apple. Jin's group found the apple weighed 35 marbles and Bee's group found the same apple weighed 60 marbles. Both groups used the correct procedure. Since they weighed the same apple, what do you think happened to make the results different?",MS_43a-a1,The marbles used by the 2 groups were probably different masses.,MS.43a.599.1,The marbles have different mass.,partially_correct_incomplete
1356,MS_43a,"2 groups used marbles to weigh the same apple. Jin's group found the apple weighed 35 marbles and Bee's group found the same apple weighed 60 marbles. Both groups used the correct procedure. Since they weighed the same apple, what do you think happened to make the results different?",MS_43a-a1,The marbles used by the 2 groups were probably different masses.,MS.43a.600.1,Marbles in Bee's group is bigger.,partially_correct_incomplete
1357,MS_43a,"2 groups used marbles to weigh the same apple. Jin's group found the apple weighed 35 marbles and Bee's group found the same apple weighed 60 marbles. Both groups used the correct procedure. Since they weighed the same apple, what do you think happened to make the results different?",MS_43a-a1,The marbles used by the 2 groups were probably different masses.,MS.43a.607.1,The apples are different sizes.,partially_correct_incomplete
1358,MS_43a,"2 groups used marbles to weigh the same apple. Jin's group found the apple weighed 35 marbles and Bee's group found the same apple weighed 60 marbles. Both groups used the correct procedure. Since they weighed the same apple, what do you think happened to make the results different?",MS_43a-a1,The marbles used by the 2 groups were probably different masses.,MS.43a.609.1,They do not have the same number.,irrelevant
1359,ME_72,Only one circuit below will light the bulb. Which one will work? Why is that the only circuit that will work?,ME_72-a1,That circuit is the only circuit that uses all of the correct contact points.,ME.72.106.1,It is the only circuit that will work because the metal is touching the bottom and the wire is touching the bottom of the light.,correct
1360,ME_72,Only one circuit below will light the bulb. Which one will work? Why is that the only circuit that will work?,ME_72-a1,That circuit is the only circuit that uses all of the correct contact points.,ME.72.109.1,C because it is on the square part and on the round ball.,irrelevant
1361,ME_72,Only one circuit below will light the bulb. Which one will work? Why is that the only circuit that will work?,ME_72-a1,That circuit is the only circuit that uses all of the correct contact points.,ME.72.116.1,It is the only one because the wire is touching the middle and the battery is touching the side.,correct
1362,ME_72,Only one circuit below will light the bulb. Which one will work? Why is that the only circuit that will work?,ME_72-a1,That circuit is the only circuit that uses all of the correct contact points.,ME.72.117.1,It is touching all it need to make it to work.,correct
1363,ME_72,Only one circuit below will light the bulb. Which one will work? Why is that the only circuit that will work?,ME_72-a1,That circuit is the only circuit that uses all of the correct contact points.,ME.72.122.1,The electricity flows through the plus and the minus to a circle to the light bulb.,correct
1364,ME_72,Only one circuit below will light the bulb. Which one will work? Why is that the only circuit that will work?,ME_72-a1,That circuit is the only circuit that uses all of the correct contact points.,ME.72.123.1,Because the light is touching the battery.,correct
1365,ME_72,Only one circuit below will light the bulb. Which one will work? Why is that the only circuit that will work?,ME_72-a1,That circuit is the only circuit that uses all of the correct contact points.,ME.72.136.1,The electricity flow in a complete circle.,correct
1366,ME_72,Only one circuit below will light the bulb. Which one will work? Why is that the only circuit that will work?,ME_72-a1,That circuit is the only circuit that uses all of the correct contact points.,ME.72.138.1,It is because it is the only one that allows the electricity to go in a complete circuit.,correct
1367,ME_72,Only one circuit below will light the bulb. Which one will work? Why is that the only circuit that will work?,ME_72-a1,That circuit is the only circuit that uses all of the correct contact points.,ME.72.145.1,It has to run in a circle.,irrelevant
1368,ME_72,Only one circuit below will light the bulb. Which one will work? Why is that the only circuit that will work?,ME_72-a1,That circuit is the only circuit that uses all of the correct contact points.,ME.72.150.1,It is touching both sides of the battery and the light bulb.,correct
1369,ME_72,Only one circuit below will light the bulb. Which one will work? Why is that the only circuit that will work?,ME_72-a1,That circuit is the only circuit that uses all of the correct contact points.,ME.72.151.1,Because it is the only one that will form a complete circuit.,correct
1370,ME_72,Only one circuit below will light the bulb. Which one will work? Why is that the only circuit that will work?,ME_72-a1,That circuit is the only circuit that uses all of the correct contact points.,ME.72.156.1,The wires have to touch the light bulb so like a circle of air to light up the light bulb.,correct
1371,ME_72,Only one circuit below will light the bulb. Which one will work? Why is that the only circuit that will work?,ME_72-a1,That circuit is the only circuit that uses all of the correct contact points.,ME.72.188.1,Because there is a full circuit.,correct
1372,ME_72,Only one circuit below will light the bulb. Which one will work? Why is that the only circuit that will work?,ME_72-a1,That circuit is the only circuit that uses all of the correct contact points.,ME.72.194.1,Because the equal part is touching.,partially_correct_incomplete
1373,ME_72,Only one circuit below will light the bulb. Which one will work? Why is that the only circuit that will work?,ME_72-a1,That circuit is the only circuit that uses all of the correct contact points.,ME.72.209.1,The negative and positive are on both parts of the battery.,correct
1374,ME_72,Only one circuit below will light the bulb. Which one will work? Why is that the only circuit that will work?,ME_72-a1,That circuit is the only circuit that uses all of the correct contact points.,ME.72.210.1,It will work because the circuit will go through the battery is because the force will go through the battery.,irrelevant
1375,ME_72,Only one circuit below will light the bulb. Which one will work? Why is that the only circuit that will work?,ME_72-a1,That circuit is the only circuit that uses all of the correct contact points.,ME.72.211.1,Because D is the only circuit that is touching the black dot.,correct
